Index,Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage
1.6971E+18,2.700609792,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.098045211,-0.012479392,4.247880618,6.59787541,347.8868691,-0.152466765,-6.886686231,107.6106988,-1,-1.9653127,2.705443411,0.054632609,21.23447037,1646,61.40000153,35.29999924,-2.28515625,0.0055,159.8616175,159,0,0,0,200,0.094752766
1.6971E+18,2.800219904,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.099068027,-0.011863071,4.24458338,6.601989269,347.9030785,-0.103287183,-6.886686017,107.6106991,-1,-1.9653127,2.705443411,0.054632609,21.23455048,1700,61.40000153,35.29999924,-2.28515625,0.0055,159.8616175,159,0,0,0,200,0.122210391
1.6971E+18,2.900059904,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.094976883,-0.010803493,4.25299518,6.600523023,347.9688729,0.054150878,-6.886685795,107.6106995,-1,-1.9653127,2.705443411,0.054632609,21.23455048,1700,61.40000153,35.29999924,-2.28515625,0.0055,159.8616175,159,0,0,0,200,0.098362304
1.6971E+18,3.005199872,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.093954067,-0.008136201,4.265078788,6.587334072,348.0174466,0.062668907,-6.886685565,107.6106998,-1,-1.9653127,2.705443411,0.054632609,21.23455048,1700,61.40000153,35.29999924,-2.28515625,0.0055,159.8616175,159,0,0,0,200,0.075238585
1.6971E+18,3.100299776,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.094976883,-0.008297669,4.272560785,6.573560416,348.0393416,0.103035926,-6.886685328,107.6107001,-1,-1.9653127,2.705443411,0.054632609,21.23455048,1700,61.40000153,35.29999924,-2.28515625,0.0055,159.8616175,159,0,0,0,200,0.079698227
1.6971E+18,3.200109824,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.099068027,-0.009275889,4.277149583,6.544121891,348.0758606,0.010504799,-6.886685082,107.6107005,-1,-1.9653127,2.705443411,0.054632609,21.23455048,1700,61.40000153,35.29999924,-2.96875,0.0055,159.8616175,159,0,0,0,200,0.089274913
1.6971E+18,3.300219904,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.098045211,-0.011056271,4.273889503,6.457842317,348.120006,-0.05583499,-6.886684829,107.6107008,-1,-1.9653127,2.705443411,0.054632609,21.23455048,1700,61.40000153,35.29999924,-2.96875,0.0055,159.8616175,159,0,0,0,202.5,0.074391216
1.6971E+18,3.40020992,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.092931252,-0.008020621,4.257546394,6.376379187,348.1431311,-0.13195765,-6.886684568,107.6107011,-1,-1.751623066,3.283035856,0.091671484,21.23455048,1700,61.40000153,35.29999924,-2.96875,0.0055,159.8616175,159,0,0,0,202.5,0.088554643
1.6971E+18,3.500150016,-0.064099997,0.0139,0.0032,4.849999905,10.17000008,9.300000191,-0.089862924,-0.001489679,4.248157808,6.325881477,348.1557597,-0.211914626,-6.8866843,107.6107015,-1,-1.751623066,3.283035856,0.091671484,21.23455048,1700,61.40000153,35.29999924,-2.96875,0.065589783,159.8616175,159,0,0,0,202.5,0.078432634
1.6971E+18,3.600129792,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.093954067,-0.003931985,4.216327504,6.145657105,348.1860738,-0.257047504,-6.886684024,107.6107018,-1,-1.751623066,3.283035856,0.091671484,21.23455048,1700,61.40000153,35.29999924,-2.96875,0.065589783,159.8616175,159,0,0,0,202.5,0.08716058
