Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,depth_rate,be_rate,mm_rate,pitch
145,0.085300006,0.0208,-0.015800001,5.199999809,7.480000019,7.699999809,0.241519351,-0.037337605,4.796682792,3.923124474,357.0987707,0.15959831,-6.886843923,107.61062,-1,4.307584619,-4.041103964,0.408215122,21.21443176,1660,61.10000229,35.20000076,-1.30859375,0.087799379,126.0230446,126,0,0,0,137.5,0,-37.337605,0,0,3.923124474
146,0.0394,-0.0029,-0.025899999,5.320000172,6.840000153,7.900000095,0.204699059,-0.043536425,4.864055355,3.258425031,356.442658,0.093220471,-6.886842351,107.610621,-1,4.357969542,-4.031084027,0.356988995,21.22242165,1620,61.10000229,35.20000076,-2.1875,0.039506582,126.0230446,126,0,0,0,137.5,0,-43.536425,0,0,3.258425031
147,0.061099999,0.010899999,-0.0239,5.320000172,6.28000021,8,0.179129381,-0.035078678,4.884024145,2.771303414,355.7609327,0.017375278,-6.88684058,107.6106222,-1,4.283533192,-4.076639444,0.333340588,21.21845245,1620,61.10000229,35.20000076,-1.89453125,0.062064642,126.0230446,126,0,0,0,137.5,0,-35.078678,0,0,2.771303414
148,0.035599999,-0.010100001,-0.027000001,5.25,5.949999809,8.100000381,0.142309208,-0.034666125,4.87851921,2.491973768,354.9656595,-0.005506724,-6.886838876,107.6106236,-1,4.3507426,-4.0686724,0.27102929,21.23041153,1600,61.10000229,35.20000076,-1.40625,0.037004999,126.0230446,126,0,0,0,137.5,0,-34.666125,0,0,2.491973768
149,0.035599999,-0.023,-0.031399999,5.269999981,5.739999771,8,0.106511731,-0.03816846,4.860185371,2.345541812,354.1612838,0.069896617,-6.886841092,107.6106217,-1,4.382432775,-4.157866508,0.212384665,21.2224617,1646,61.10000229,35.20000076,-2.3828125,0.042383487,126.0230446,126,0,0,0,137.5,0,-38.16846,0,0,2.345541812
150,-0.012399999,-0.0099,-0.048299998,5.320000172,5.809999943,8,0.07173707,-0.037764005,4.867514892,2.448597365,353.3317056,0.09117213,-6.886842808,107.6106199,-1,4.410217378,-4.219910257,0.158105306,21.21041107,1640,61.10000229,35.20000076,-2.28515625,0.015867261,126.0230446,126,0,0,0,137.5,0,-37.764005,0,0,2.448597365
151,0.033099998,-0.027799999,-0.036699999,5.099999905,5.920000076,7.900000095,0.02673449,-0.040718596,4.869696536,2.6388655,352.4542645,0.187778883,-6.886844157,107.6106183,-1,4.355929653,-4.267495429,0.143906917,21.22642136,1606,61.10000229,35.20000076,-2.48046875,0.043225569,126.0230446,126,0,0,0,137.5,0,-40.718596,0,0,2.6388655
152,-0.023,-0.0125,-0.051799998,5.230000019,6.28000021,7.900000095,-0.011108499,-0.038869563,4.89133231,3.047998686,351.4439771,0.105190456,-6.886845249,107.610617,-1,4.375466592,-4.392374845,0.130701634,21.22642136,1614,61.10000229,35.20000076,-0.13671875,0.02617728,126.0230446,126,0,0,0,137.5,0,-38.869563,0,0,3.047998686
153,0.032200001,0.007900001,-0.040599998,5.25,6.760000229,7.699999809,-0.053042631,-0.036422733,4.851453244,3.447844938,350.4226193,-0.059259762,-6.886843867,107.6106187,-1,4.361754527,-4.481235978,0.076555671,21.21451187,1620,61.10000229,35.20000076,-1.89453125,0.033154941,126.0230446,126,0,0,0,137.5,0,-36.422733,0,0,3.447844938
154,0.0374,-0.042300001,-0.0403,5.059999943,7.150000095,7.5,-0.093954067,-0.037523072,4.796534587,3.944059371,349.3073943,0.067515209,-6.886844969,107.6106173,-1,4.325337141,-4.630419922,0.03233729,21.21448135,1660,61.10000229,35.20000076,-2.3828125,0.05646282,126.0230446,126,0,0,0,137.5,0,-37.523072,0,0,3.944059371
155,0.056499999,-0.0187,-0.038400002,5.190000057,7.690000057,7.400000095,-0.147138815,-0.038558066,4.769791511,4.354600504,348.1898186,0.045243908,-6.886843476,107.6106192,-1,4.275469255,-4.743266708,-0.011475473,21.21041107,1680,61.10000229,35.20000076,-1.30859375,0.059514199,126.0230446,126,0,0,0,137.5,0,-38.558066,0,0,4.354600504
156,0.008,0.040599998,-0.040099997,5.130000114,7.829999924,7.099999905,-0.172708492,-0.034764938,4.819285528,4.245780124,347.0685801,0.395535364,-6.886844951,107.6106173,-1,4.245967547,-4.79456931,-0.016219081,21.20639038,1614,61.10000229,35.10000229,-1.9921875,0.04138067,126.0230446,126,0,0,0,137.5,0,-34.764938,0,0,4.245780124
157,0.0065,-0.0152,0.022299999,5.619999886,6.289999962,6.900000095,-0.172708492,-0.026836287,5.323438318,2.377212166,345.9744848,0.796995505,-6.886849713,107.6106158,0,4.255199662,-4.89557397,-0.059239739,21.22641182,1594,61.10000229,35.10000229,-1.30859375,0.016531485,126.0230446,126,0,0,0,137.5,0,-26.836287,0,0,2.377212166
158,0.0188,-0.0032,0.0137,6.159999847,5.079999924,6.800000191,-0.163503389,-0.005711683,5.679428957,1.877205696,344.8245723,0.20826053,-6.886849335,107.6106021,0,4.297570571,-5.027285295,-0.101417689,21.22645187,1614,61.10000229,35.10000229,-2.1875,0.019070396,126.0230446,126,0,0,0,137.5,0,-5.711683,0,0,1.877205696
159,0.0147,-0.0104,-0.0129,6.239999771,5.829999924,6.5,-0.164526205,0.006884182,5.125287564,3.112344368,343.588583,-0.748503313,-6.886831313,107.6106091,0,4.369547769,-5.072104244,-0.133971351,21.22242165,1620,61.10000229,35.20000076,-1.796875,0.018006943,126.0230446,126,0,0,0,137.5,0,6.884182,0,0,3.112344368
160,0.028999999,-0.010100001,0.007,5.460000038,7.199999809,6,-0.163503389,0.010168335,4.405311338,4.242707542,342.4300054,-0.790258644,-6.886809294,107.6106211,0,4.423450927,-5.023645471,-0.124016691,21.21843147,1614,61.10000229,35.20000076,-2.08984375,0.030708467,126.0230446,126,0,0,0,137.5,0,10.168335,0,0,4.242707542
161,0.195899993,-0.0231,0.061500002,4.940000057,7.699999809,5.599999905,-0.150207143,0.015070026,4.153378877,4.308177787,341.3427985,0.079294392,-6.886788873,107.610632,0,4.484823318,-4.965113376,-0.073176002,21.23042107,1594,61.10000229,35.20000076,-2.28515625,0.197257236,126.0230446,126,0,0,0,137.5,0,15.070026,0,0,4.308177787
162,-0.0009,-0.0075,-0.0036,5.019999981,7.800000191,5.400000095,-0.141002159,0.014454031,4.489911542,4.528967581,340.1950727,0.256133316,-6.886771867,107.6106407,0,4.521145329,-4.897533601,-0.046848264,21.22242165,1634,61.20000076,35.20000076,-2.3828125,0.007553807,126.0230446,126,0,0,0,137.5,0,14.454031,0,0,4.528967581
163,0.078900002,-0.017899999,0.028299998,5.309999943,7.889999866,5.099999905,-0.134865384,0.008789686,4.462119073,4.576296184,339.0771963,-0.333457628,-6.886758237,107.6106476,0,4.559417691,-4.817700687,-0.01901381,21.226511,1660,61.20000076,35.20000076,-2.48046875,0.080905008,126.0230446,126,0,0,0,137.5,0,8.789686,0,0,4.576296184
164,0.0003,-0.008,0.0017,4.889999866,8.050000191,4.699999809,-0.134865384,0.004227942,4.254784316,4.759236506,337.9714018,-0.109604402,-6.886747463,107.6106533,0,4.711278614,-4.718606701,-0.028388424,21.22642136,1700,61.20000076,35.20000076,-1.9921875,0.008005623,126.0230446,126,0,0,0,137.5,0,4.227942,0,0,4.759236506
