Time,%time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,Unnamed: 33,be_rate,depth_rate,mm_rate,pitch
216,1.70E+18,0.105599999,-0.037099998,-0.050299998,0.769999981,27.70000076,94.59999847,3.070541401,-0.096914589,-0.026790595,23.99292171,88.87983735,0.243394318,-6.890262542,107.6051415,-1,0,0,0,20.63780212,1266,59.86999893,36.90000153,926.5999756,0.11192752,250.4979704,251,0,0,0,55,0.036277898,,0,-96.914589,0,23.99292171
217,1.70E+18,-0.112000003,-0.0077,-0.090300001,1.049999952,27.54000092,94.40000153,2.967240114,-0.103448138,0.147236671,23.72490069,88.76744425,0.206465121,-6.890291415,107.6050936,-1,0,0,0,20.6498909,1214,59.91999817,36.90000153,926.5999756,0.112264379,250.4979704,251,0,0,0,55,0.036277898,,0,-103.448138,0,23.72490069
218,1.70E+18,0.179899991,0.0049,-0.034000002,1.200000048,27.22999954,94.30000305,2.870075603,-0.100851543,0.347706062,23.41063805,88.66200098,0.093679787,-6.890323117,107.6050411,-1,0,0,0,20.64587021,1260,59.93000031,36.86999893,926.5,0.17996671,250.4979704,251,0,0,0,55,0.036277898,,0,-100.851543,0,23.41063805
219,1.70E+18,0.177899987,0.0155,-0.035700001,1.159999967,26.89999962,94.40000153,2.768819947,-0.101651981,0.080587334,23.11608195,88.68449737,-0.461259495,-6.890351633,107.604994,-1,0,0,0,20.641922,1260,59.95000076,36.90000153,926.5,0.178573949,250.4979704,251,0,0,0,55,0.036277898,,0,-101.651981,0,23.11608195
220,1.70E+18,0.127900004,0.023399999,-0.049800001,0.930000007,26.69000053,94.90000153,2.666541476,-0.103958175,-0.021425613,22.87232724,88.71984786,0.279476303,-6.890383043,107.6049427,-1,0,0,0,20.62990952,1314,59.97999954,36.86000061,926.5999756,0.130022964,250.4979704,251,0,0,0,55,0.036277898,,0,-103.958175,0,22.87232724
221,1.70E+18,0.099800006,-0.210899994,-0.095399998,1.080000043,26.44000053,95,2.562217493,-0.105237521,0.249685657,22.64457523,88.73423953,0.02560258,-6.890412775,107.6048939,-1,0,0,0,20.64184189,1220,60.00999832,36.86000061,926.7000122,0.233321342,250.4979704,251,0,0,0,55,0.036277898,,0,-105.237521,0,22.64457523
222,1.70E+18,0.144400001,-0.0288,-0.046700001,1.129999995,26.21999931,95.19999695,2.455847878,-0.107034735,0.161123616,22.46292306,88.70270222,-0.00826213,-6.890442396,107.6048459,-1,0,0,0,20.64585114,1246,59.99000168,36.86000061,926.5,0.147244016,250.4979704,251,0,0,0,55,0.036277898,,0,-107.034735,0,22.46292306
223,1.70E+18,0.202299997,-0.0513,-0.047200002,1.129999995,26.04999924,95.30000305,2.344364364,-0.110203557,0.305411966,22.3352277,88.67566829,-0.112203519,-6.890471887,107.6047984,-1,0,0,0,20.64195061,1320,60,36.84000015,926.5999756,0.208703088,250.4979704,251,0,0,0,55,0.036277898,,0,-110.203557,0,22.3352277
224,1.70E+18,0.149100006,-0.16430001,-0.026700001,1.269999981,25.95000076,95.5,2.237993975,-0.110179506,0.273629418,22.2342673,88.70713043,0.009096621,-6.890501272,107.604751,-1,0,0,0,20.64995003,1286,60,36.86000061,926.5999756,0.221867764,250.4979704,251,0,0,0,55,0.036277898,,0,-110.179506,0,22.2342673
225,1.70E+18,0.163100004,0.056900002,-0.0515,1.169999957,25.79000092,28.89999962,2.125487645,-0.109301396,0.284496555,22.1869955,88.73132839,-0.09086318,-6.89053053,107.6047043,-1,0,0,0,20.64188194,1280,60.02999878,36.84000015,926.4000244,0.17274033,250.4979704,251,0,0,0,57.5,0.036277898,,2.5,-109.301396,0,22.1869955
226,1.70E+18,0.128100008,-0.031600002,-0.047200002,1.220000029,25.73999977,30,2.016050507,-0.110761009,0.215060376,22.11903482,88.7685103,-0.137751373,-6.89055964,107.6046569,-1,0,0,0,20.52037048,2920,60.04000092,36.86000061,926.5,0.131940032,250.4979704,251,0,0,0,60,0.036277898,,2.5,-110.761009,0,22.11903482
227,1.70E+18,0.128100008,-0.031600002,-0.047200002,1.220000029,25.73999977,30,1.905588974,-0.110878207,0.042099567,21.96830663,88.79226408,-0.267940722,-6.890587055,107.604609,-1,0,0,0,20.56753159,2520,60.06000137,36.84000015,926.9000244,0.131940032,250.4979704,251,0,0,0,70,0.036277898,,10,-110.878207,0,21.96830663
228,1.70E+18,0.149499997,-0.039000001,-0.055799998,0.800000012,25.55999947,27.79999924,1.80024298,-0.109526768,-0.083454039,21.71864251,88.77744189,0.053129621,-6.890617236,107.604555,-1,0,0,0,20.65390015,1246,60.09999847,36.83000183,927,0.154503234,250.4979704,251,0,0,0,85,0.036277898,,15,-109.526768,0,21.71864251
229,1.70E+18,0.16139999,-0.01,-0.040400002,0.839999974,25.20999908,33.40000153,1.695918147,-0.111101545,0.002930077,21.37847862,88.77377222,0.05544008,-6.890645924,107.6045049,-1,0,0,0,20.52058029,2994,60.08000183,36.84000015,927.2000122,0.161709483,250.4979704,251,0,0,0,90,0.036277898,,5,-111.101545,0,21.37847862
230,1.70E+18,0.150000006,-0.021,-0.0458,1.00999999,24.78000069,28.20000076,1.594663274,-0.105771862,0.001221555,20.98585105,88.76790211,0.054639758,-6.890674359,107.6044518,-1,0,0,0,20.520401,2994,60.11000061,36.81000137,927.5,0.151462873,250.4979704,251,0,0,0,107.5,0.036277898,,17.5,-105.771862,0,20.98585105
231,1.70E+18,0.165800005,-0.0105,-0.0348,1,24.45000076,28.29999924,1.498521524,-0.10132239,0.232904206,20.54927968,88.71523514,0.213132511,-6.890702724,107.6043982,-1,0,0,0,20.52437019,2874,60.13999939,36.79999924,927.9000244,0.166132151,250.4979704,251,0,0,0,125,0.036277898,,17.5,-101.32239,0,20.54927968
232,1.70E+18,0.149599999,0.0041,-0.0372,1.169999957,23.81999969,28.5,1.4074937,-0.097747982,0.292140424,19.9858159,88.73339216,-0.005622214,-6.890730969,107.604344,-1,0,0,0,20.52045059,2814,60.15999985,36.81000137,928.2000122,0.149656172,250.4979704,251,0,0,0,142.5,0.036277898,,17.5,-97.747982,0,19.9858159
233,1.70E+18,0.141100004,-0.035400003,-0.0272,1.169999957,23.29000092,28.70000076,1.32362536,-0.09396518,0.211562426,19.2882058,88.78810922,-0.151904444,-6.890759102,107.6042886,-1,0,0,0,20.52449036,2846,60.15999985,36.81000137,928.2999878,0.145472923,250.4979704,251,0,0,0,160,0.036277898,,17.5,-93.96518,0,19.2882058
234,1.70E+18,0.112199999,-0.0152,-0.0274,1.029999971,22.67000008,28.79999924,1.237711449,-0.091002703,0.15893618,18.49391658,88.9128644,-0.072636512,-6.890787307,107.6042348,-1,0,0,0,20.51624107,2846,60.20999908,36.81000137,929.0999756,0.113224908,250.4979704,251,0,0,0,177.5,0.036277898,,17.5,-91.002703,0,18.49391658
235,1.70E+18,0.132499993,-0.0104,-0.0142,0.879999995,21.79999924,28.89999962,1.163048197,-0.087503247,0.09815599,17.53758435,89.00616427,-0.125889832,-6.89081554,107.6041811,-1,0,0,0,20.51637077,2986,60.20999908,36.81000137,929.4000244,0.132907517,250.4979704,251,0,0,0,195,0.036277898,,17.5,-87.503247,0,17.53758435
236,1.70E+18,0.107699998,-0.040200002,-0.0305,0.970000029,20.76000023,29.20000076,1.099635531,-0.076506987,0.113281341,16.53140745,89.09116125,-0.060096604,-6.890843687,107.6041265,-1,0,0,0,20.51624107,2966,60.27000046,36.79999924,929.5999756,0.114957948,250.4979704,251,0,0,0,212.5,0.036277898,,17.5,-76.506987,0,16.53140745
237,1.70E+18,0.133499995,-0.0513,0.0006,1.210000038,19.67000008,29.60000038,1.03724568,-0.071797825,0.112396717,15.4214957,89.10586728,0.141718523,-6.890872035,107.604075,-1,0,0,0,20.51621056,2914,60.24000168,36.77999878,930,0.143017267,250.4979704,251,0,0,0,230,0.036277898,,17.5,-71.797825,0,15.4214957
238,1.70E+18,0.1193,-0.167800009,-0.032599997,1.00999999,18.47999954,29.70000076,0.986106474,-0.063954443,0.23453793,14.2534193,89.11665762,0.01167694,-6.890900453,107.604024,-1,0,0,0,20.52424049,2886,60.31000137,36.79999924,930.2999878,0.2058867,250.4979704,251,0,0,0,247.5,0.036277898,,17.5,-63.954443,0,14.2534193
239,1.70E+18,0.135899991,-0.027000001,-0.0063,1.25,17.15999985,35.79999924,0.928830523,-0.06395369,0.134149691,13.13026563,89.12293774,-0.038137756,-6.89092897,107.6039743,-1,0,0,0,20.55947113,2346,60.29000092,36.79999924,930.4000244,0.138556153,250.4979704,251,0,0,0,257.5,0.036277898,,10,-63.95369,0,13.13026563
240,1.70E+18,0.115199998,-0.071500003,0.0174,1.419999957,16.13999939,30.5,0.883828003,-0.060660411,0.098981387,12.03777798,89.11611092,0.113186391,-6.890957926,107.6039304,-1,0,0,0,20.64181137,1226,60.31000137,36.79999924,930.5,0.135584992,250.4979704,251,0,0,0,272.5,0.036277898,,15,-60.660411,0,12.03777798
241,1.70E+18,0.100000001,-0.050299998,-0.044599999,1.24000001,15.22000027,93.59999847,0.843939383,-0.051572204,0.107005738,11.12764552,89.14414257,0.004350207,-6.890987122,107.603889,-1,0,0,0,20.5243206,2874,60.33000183,36.79999924,930.5999756,0.111937885,250.4979704,251,0,0,0,277.5,0.036277898,,5,-51.572204,0,11.12764552
242,1.70E+18,0.130100012,0.166299999,-0.0252,1.450000048,14.27999973,31,0.806096394,-0.0459546,0.151733936,10.36320997,89.1596823,0.052838643,-6.891016211,107.6038442,-1,0,0,0,20.52827072,2840,60.31000137,36.83000183,930.7000122,0.211143796,250.4979704,251,0,0,0,295,0.036277898,,17.5,-45.9546,0,10.36320997
243,1.70E+18,0.106600001,-0.0076,-0.0051,1.120000005,13.55000019,31,0.760071058,-0.048050027,0.153821243,9.729040087,89.18983238,-0.024735615,-6.891045277,107.6037975,-1,0,0,0,20.52431107,2826,60.31999969,36.83000183,931.2000122,0.106870577,250.4979704,251,0,0,0,312.5,0.036277898,,17.5,-48.050027,0,9.729040087
244,1.70E+18,0.111599997,0.0199,-0.0154,0.980000019,12.86999989,31.20000076,0.731433113,-0.03757133,0.031474297,9.290288778,89.18925152,-0.099804689,-6.891074553,107.6037519,-1,0,0,0,20.56736183,2454,60.31000137,36.83000183,931.4000244,0.113360351,250.4979704,251,0,0,0,322.5,0.036277898,,10,-37.57133,0,9.290288778
245,1.70E+18,0.095199995,-0.0145,-0.0127,0.910000026,12.56999969,31.29999924,0.693590064,-0.037046701,0.078433225,8.849487373,89.19961134,0.130014249,-6.891104208,107.6037095,-1,0,0,0,20.64984131,1220,60.31999969,36.84000015,931.5999756,0.096297918,250.4979704,251,0,0,0,337.5,0.036277898,,15,-37.046701,0,8.849487373
246,1.70E+18,0.096900001,-0.034200002,-0.0138,1.100000024,12.10999966,98.80000305,0.665974874,-0.036274549,0.142616708,8.479555226,89.23795497,0.125130002,-6.891134192,107.6036704,-1,0,0,0,20.64576149,1206,60.31999969,36.84000015,931.7999878,0.102758213,250.4979704,251,0,0,0,345,0.036277898,,7.5,-36.274549,0,8.479555226
247,1.70E+18,0.096799999,-0.021399999,-0.0082,1.24000001,11.71000004,97.40000153,0.636314113,-0.031491328,0.18313683,8.188309184,89.28104799,0.042309645,-6.891164524,107.6036341,-1,0,0,0,20.53246117,2880,60.29999924,36.81000137,931.5999756,0.099137278,250.4979704,251,0,0,0,347.5,0.036277898,,2.5,-31.491328,0,8.188309184
248,1.70E+18,0.0964,-0.0003,-0.0083,1.179999948,11.23999977,31.79999924,0.610744495,-0.027962133,0.290628371,7.876708249,89.36096073,0.15843149,-6.891194853,107.603595,-1,0,0,0,20.57524109,2166,60.29999924,36.83000183,932,0.096400467,250.4979704,251,0,0,0,357.5,0.036277898,,10,-27.962133,0,7.876708249
249,1.70E+18,0.070500001,-0.011100001,-0.0066,1.24000001,10.97999954,32,0.595402737,-0.02451079,0.518258892,7.614160135,89.47821939,0.153982568,-6.891225534,107.6035586,-1,0,0,0,20.56352043,2300,60.29999924,36.83000183,932.0999756,0.071368482,250.4979704,251,0,0,0,362.5,0.036277898,,5,-24.51079,0,7.614160135
250,1.70E+18,0.082699999,-0.021500001,-0.0048,1.639999986,10.80000019,32.29999924,0.570855935,-0.022299424,0.463143074,7.337660262,89.5950202,-0.317197723,-6.891256467,107.6035238,-1,0,0,0,20.6417408,1234,60.27999878,36.84000015,932.4000244,0.085449049,250.4979704,251,0,0,0,367.5,0.036277898,,5,-22.299424,0,7.337660262
251,1.70E+18,0.063500002,0.0021,0.0013,1.539999962,10.46000004,98.90000153,0.555514176,-0.018425046,0.156324042,6.959408996,89.70075732,0.016930165,-6.891287749,107.6034917,-1,0,0,0,20.52831078,2860,60.29000092,36.84000015,932.0999756,0.063534717,250.4979704,251,0,0,0,370,0.036277898,,2.5,-18.425046,0,6.959408996
252,1.70E+18,0.089699998,-0.0176,0.011899999,1.409999967,9.840000153,32.40000153,0.547331889,-0.016709382,0.043731435,6.157840655,89.76834215,-0.107042209,-6.891318987,107.6034546,-1,0,0,0,20.64581108,1180,60.25999832,36.84000015,932.2000122,0.091410337,250.4979704,251,0,0,0,380,0.036277898,,10,-16.709382,0,6.157840655
253,1.70E+18,0.092100002,0.021200001,0.0196,1.230000019,9.109999657,98.30000305,0.555514176,-0.00676262,0.061552633,5.37777227,89.85804752,0.155183717,-6.89135061,107.6034213,-1,0,0,0,20.64978027,1180,60.27000046,36.84000015,932.2000122,0.094508467,250.4979704,251,0,0,0,380,0.036277898,,0,-6.76262,0,5.37777227
254,1.70E+18,0.073800005,0.0239,0.0206,1.429999948,8.300000191,98.30000305,0.560628076,-0.000817768,0.111703141,4.748045117,89.95089637,-0.025361522,-6.891382602,107.6033913,-1,0,0,0,20.64180183,1234,60.27999878,36.86000061,932.4000244,0.077573518,250.4979704,251,0,0,0,380,0.036277898,,0,-0.817768,0,4.748045117
255,1.70E+18,0.052999999,0.031500001,0.0132,1.340000033,7.789999962,98.19999695,0.560628076,-0.001234533,0.09514644,4.466990614,90.04774291,0.257083194,-6.88948388,107.6056229,-1,0,0,0,20.64177132,1186,60.24000168,36.83000183,932,0.061654278,250.4979704,251,0,0,0,380,0.036277898,,0,-1.234533,0,4.466990614
256,1.70E+18,0.0392,-0.0051,0.0175,1.549999952,7.53000021,98.40000153,0.556536932,-0.003098482,0.211368428,4.516555957,90.0659751,0.183227069,-6.889241291,107.6059091,-1,0,0,0,20.64585114,1240,60.24000168,36.84000015,932.2000122,0.039530368,250.4979704,251,0,0,0,380,0.036277898,,0,-3.098482,0,4.516555957
257,1.70E+18,0.075499997,-0.0139,0.0129,1.519999981,7.579999924,98.5,0.558582504,-0.001020341,0.153767962,4.706332496,90.1165783,-0.175063148,-6.889147054,107.6060178,-1,0,0,0,20.63780212,1214,60.25,36.84000015,932.2999878,0.07676887,250.4979704,251,0,0,0,380,0.036277898,,0,-1.020341,0,4.706332496
258,1.70E+18,0.062700003,-0.0581,0.0108,1.210000038,7.840000153,98.59999847,0.561650832,0.005054648,-0.168505484,5.107167278,90.0489593,-1.445838149,-6.889149936,107.6060146,-1,0,0,0,20.02558136,8986,60.24000168,36.86000061,932.2000122,0.08548041,250.4979704,251,0,0,0,380,0.036277898,,0,5.054648,0,5.107167278
259,1.70E+18,0.047900002,-0.064300001,0.0083,0.970000029,8.079999924,97.80000305,0.55960532,0.003612317,-3.370330165,5.394310139,83.58131624,-1.645505761,-6.889153816,107.6060116,-1,0,0,0,20.04938126,8786,60.25999832,36.86000061,932.2000122,0.080180424,250.4979704,251,0,0,0,380,0.036277898,,0,3.612317,0,5.394310139
260,1.70E+18,0.029200001,-0.104199998,0.0145,-1.99000001,8.289999962,89.5,0.562673647,0.003090695,-4.126862593,4.849501808,72.07200178,1.624315455,-6.889158271,107.6060092,-1,0,0,0,20.04517174,8820,60.25999832,36.86000061,932.2999878,0.108214045,250.4979704,251,0,0,0,380,0.036277898,,0,3.090695,0,4.849501808
261,1.70E+18,0.035400003,-0.126699999,-0.009699999,-2.720000029,7.889999866,75.59999847,0.572901506,0.003259955,-2.613715092,4.175351209,58.5825952,3.140576753,-6.889162659,107.606008,-1,0,0,0,20.05337143,8746,60.25,36.88000107,931.7999878,0.131552461,250.4979704,251,0,0,0,380,0.036277898,,0,3.259955,0,4.175351209
262,1.70E+18,-0.035599999,-0.152699992,-0.0033,-1.24000001,7.730000019,60.20000076,0.584152122,0.010303997,0.059174755,4.62101305,44.06603924,4.258268198,-6.889166467,107.6060086,-1,0,0,0,19.91976166,10378,60.24000168,36.86999893,932,0.156794922,250.4979704,251,0,0,0,377.5,0.036277898,,-2.5,10.303997,0,4.62101305
263,1.70E+18,-0.0682,-0.178600013,0.0053,1.360000014,8.460000038,143.8000031,0.596425552,0.017173134,2.438284741,5.480500021,28.83667171,2.847617812,-6.889169386,107.6060114,-1,0,0,0,20.04520226,8860,60.22999954,36.86999893,931.9000244,0.191178463,250.4979704,251,0,0,0,367.5,0.036277898,,-10,17.173134,0,5.480500021
264,1.70E+18,-0.092599995,-0.213399991,0.021399999,3.24000001,9.31000042,33,0.623017926,0.027521459,1.28141532,6.506398415,13.18923664,0.411459005,-6.889170916,107.6060159,-1,0,0,0,20.26852989,5726,60.20000076,36.86999893,931.7999878,0.232624838,250.4979704,251,0,0,0,367.5,0.036277898,,0,27.521459,0,6.506398415
265,1.70E+18,-0.075900003,-0.1787,0.0057,0.870000005,10.46000004,19.60000038,0.640405257,0.026805148,2.14625475,7.272450977,0.093613853,2.94431038,-6.889170486,107.6060217,-1,0,0,0,20.62194061,1306,60.18999863,36.86999893,931.9000244,0.194150716,250.4979704,251,0,0,0,367.5,0.036277898,,0,26.805148,0,7.272450977
266,1.70E+18,-0.081100002,-0.140399992,-0.0022,2.480000019,11.40999985,9.899999619,0.654724259,0.020411858,3.639559884,7.318011799,353.3770264,2.204329914,-6.889168151,107.6060281,-1,0,0,0,20.28421021,5726,60.20000076,36.86999893,932,0.162139965,250.4979704,251,0,0,0,367.5,0.036277898,,0,20.411858,0,7.318011799
267,1.70E+18,-0.095800005,-0.065300003,0.011100001,3.529999971,11.22000027,5.599999905,0.686430593,0.023564838,4.459076389,6.988978642,353.3245986,0.059054779,-6.889164301,107.6060349,-1,0,0,0,20.28436089,5626,60.22000122,36.86999893,932.0999756,0.115938481,250.4979704,251,0,0,0,365,0.036277898,,-2.5,23.564838,0,6.988978642
268,1.70E+18,-0.113800004,-0.0244,0.016000001,4.210000038,10.96000004,221.1000061,0.705863495,0.019867953,3.461364467,5.979148303,355.9131319,-2.548295032,-6.889159169,107.6060433,-1,0,0,0,20.50429153,2880,60.20999908,36.86999893,931.7000122,0.116386429,250.4979704,251,0,0,0,355,0.036277898,,-10,19.867953,0,5.979148303
269,1.70E+18,-0.120400004,-0.016799999,0.0129,3.170000076,9.470000267,212.5,0.723250825,0.010078425,0.835038508,5.104148938,358.2228521,-1.791181529,-6.889152982,107.6060535,-1,0,0,0,20.63385201,1280,60.18999863,36.88000107,931.7999878,0.121566447,250.4979704,251,0,0,0,342.5,0.036277898,,-12.5,10.078425,0,5.104148938
270,1.70E+18,-0.094999999,-0.0009,0.013,0.980000019,8.399999619,10.89999962,0.736547012,0.010109613,0.925634922,4.720928753,359.6044255,1.20121994,-6.889146091,107.6060652,-1,0,0,0,20.51631165,2946,60.20000076,36.86999893,931.5999756,0.095004262,250.4979704,251,0,0,0,337.5,0.036277898,,-5,10.109613,0,4.720928753
271,1.70E+18,-0.0902,0.0219,-0.0041,1.470000029,8,196.8999939,0.743706543,0.00896686,1.280564744,4.894309648,0.260411824,-0.130864065,-6.889138832,107.6060784,-1,0,0,0,20.56332207,2254,60.22000122,36.88000107,931.5,0.092820525,250.4979704,251,0,0,0,330,0.036277898,,-7.5,8.96686,0,4.894309648
272,1.70E+18,-0.079300001,-0.0207,-0.009,1.850000024,7.960000038,194.6000061,0.7396154,0.005100646,0.218476495,5.583399041,0.987014585,-0.988045933,-6.889131504,107.6060928,-1,0,0,0,20.63385201,1240,60.20999908,36.86999893,931,0.081957185,250.4979704,251,0,0,0,317.5,0.036277898,,-12.5,5.100646,0,5.583399041
273,1.70E+18,-0.103699997,-0.0063,-0.015600001,0.959999979,8.670000076,13.39999962,0.730410297,0.002515977,0.05912114,6.691282057,1.359904743,0.755797437,-6.889124262,107.6061077,-1,0,0,0,20.52037048,2886,60.18999863,36.86999893,930.9000244,0.10389119,250.4979704,251,0,0,0,315,0.036277898,,-2.5,2.515977,0,6.691282057
274,1.70E+18,-0.101999998,0.032000002,-0.043000001,0.810000002,9.649999619,183.8000031,0.719159682,0.000354631,0.560483931,8.039852331,1.460264739,0.122260922,-6.889117269,107.6061232,-1,0,0,0,20.56342125,2280,60.24000168,36.90000153,930.9000244,0.106901823,250.4979704,251,0,0,0,305,0.036277898,,-10,0.354631,0,8.039852331
275,1.70E+18,-0.087699994,-0.0056,-0.0348,1.460000038,10.98999977,183.8999939,0.703817923,-0.000389815,0.389332168,9.697515589,1.407702625,0.048850022,-6.889110624,107.6061391,-1,0,0,0,20.54755974,2340,60.18000031,36.88000107,930.5999756,0.087878604,250.4979704,251,0,0,0,300,0.036277898,,-5,-0.389815,0,9.697515589
276,1.70E+18,-0.104900002,-0.0239,-0.0484,1.379999995,12.59000015,182,0.680293877,-0.00157968,-0.741769227,11.59389716,1.496950995,-5.242915243,-6.889104234,107.6061547,-1,0,0,0,20.56343079,2254,60.20000076,36.86999893,930.5999756,0.107588199,250.4979704,251,0,0,0,295,0.036277898,,-5,-1.57968,0,11.59389716
277,1.70E+18,-0.081800006,0.0482,-0.054900002,-0.050000001,14.69999981,177.1999969,0.659838159,-0.009697277,-1.606093945,12.4942797,1.738468648,8.954223364,-6.889097935,107.6061703,-1,0,0,0,20.6259613,1306,60.18999863,36.86000061,930.4000244,0.094944621,250.4979704,251,0,0,0,290,0.036277898,,-5,-9.697277,0,12.4942797
278,1.70E+18,0.065099999,0.0196,-0.022299999,0.059999999,15.40999985,14.80000019,0.629154642,-0.018644752,1.207484265,13.13858987,358.562758,-1.267493993,-6.889092028,107.6061863,-1,0,0,0,20.02917099,8906,60.18000031,36.86999893,930.7999878,0.067986542,250.4979704,251,0,0,0,290,0.036277898,,0,-18.644752,0,13.13858987
279,1.70E+18,0.0132,0.189100012,-0.081900001,2.579999924,15.53999996,12.30000019,0.608698924,-0.021490879,-7.634450106,13.53028208,349.0032147,-9.340998758,-6.889086792,107.6062027,-1,0,0,0,20.03308105,8846,60.15000153,36.88000107,930.7999878,0.189560161,250.4979704,251,0,0,0,290,0.036277898,,0,-21.490879,0,13.53028208
280,1.70E+18,-0.031500001,-0.093599997,-0.0127,-6.449999809,15.90999985,2.099999905,0.608698924,-0.014409757,-9.334224899,12.15666476,336.9617432,8.068514383,-6.889081959,107.6062189,-1,0,0,0,20.03320122,8740,60.15999985,36.86999893,930.5999756,0.098758339,250.4979704,251,0,0,0,295,0.036277898,,5,-14.409757,0,12.15666476
281,1.70E+18,-0.0625,-0.126400009,-0.0008,-7.119999886,14.69999981,352.2000122,0.62199517,-0.007625986,-3.848676943,10.16395772,323.0748571,5.991171262,-6.889077,107.6062344,-1,0,0,0,20.03701019,8632,60.15999985,36.86000061,930.5999756,0.141007845,250.4979704,251,0,0,0,295,0.036277898,,0,-7.625986,0,10.16395772
282,1.70E+18,-0.0506,-0.188299999,0.0006,-2.099999905,13.03999996,342.8999939,0.643473644,0.002439098,-2.40057899,8.734891274,307.8727115,2.782416429,-6.889071498,107.6062494,-1,0,0,0,19.96300125,9840,60.18000031,36.88000107,930.7000122,0.194980126,250.4979704,251,0,0,0,295,0.036277898,,0,2.439098,0,8.734891274
283,1.70E+18,-0.0691,-0.118500002,0.0155,-1.090000033,11.93999958,245.1999969,0.662906547,0.012255224,-2.915865083,8.339826658,291.7635213,1.290853343,-6.889065158,107.6062639,-1,0,0,0,20.03700066,8732,60.18999863,36.88000107,930.5999756,0.137175291,250.4979704,251,0,0,0,285,0.036277898,,-10,12.255224,0,8.339826658
284,1.70E+18,-0.065099999,-0.22680001,-0.0196,-1.799999952,11.80000019,314.2000122,0.678248305,0.01718731,-2.614812534,8.76863073,275.3176507,5.043463532,-6.889057972,107.6062771,-1,0,0,0,20.50840187,2914,60.16999817,36.88000107,930.5999756,0.235958162,250.4979704,251,0,0,0,277.5,0.036277898,,-7.5,17.18731,0,8.76863073
285,1.70E+18,-0.065899998,-0.252100021,-0.0266,-2.309999943,12.64000034,232.6000061,0.678248305,0.013304712,1.160309846,9.686501448,264.2065674,5.680421118,-6.889050888,107.6062886,-1,0,0,0,20.15136147,7460,60.20999908,36.88000107,930.2000122,0.260570969,250.4979704,251,0,0,0,262.5,0.036277898,,-15,13.304712,0,9.686501448
286,1.70E+18,-0.144699991,-0.216100007,-0.0077,1.039999962,13.31000042,229.6000061,0.688476164,0.009360348,4.505600329,9.897712594,261.4694158,0.263696596,-6.889044447,107.6062992,-1,0,0,0,20.19052124,6840,60.18999863,36.86999893,929.7999878,0.260071722,250.4979704,251,0,0,0,247.5,0.036277898,,-15,9.360348,0,9.897712594
287,1.70E+18,-0.143999994,-0.0557,-0.0178,4.599999905,13.5,278.5,0.69461288,0.006668958,3.597461162,9.244217994,263.5425823,-1.144696015,-6.889038043,107.6063084,-1,0,0,0,20.46504021,3326,60.16999817,36.88000107,929.5,0.154397177,250.4979704,251,0,0,0,242.5,0.036277898,,-5,6.668958,0,9.244217994
288,1.70E+18,-0.117300004,-0.0019,0.0009,4.099999905,12.88000011,281.7000122,0.68949892,-0.004890848,1.925106404,8.631800485,266.3085719,-5.359673766,-6.889031101,107.6063163,-1,0,0,0,20.60227966,1560,60.20000076,36.88000107,929.7000122,0.117315391,250.4979704,251,0,0,0,237.5,0.036277898,,-5,-4.890848,0,8.631800485
289,1.70E+18,-0.108800001,-0.033500001,-0.024499999,2.880000114,12.47999954,284.7999878,0.671088834,-0.018839149,-4.986637005,7.589900664,268.8520577,-5.727586995,-6.889023762,107.6063227,-1,0,0,0,20.62981033,1206,60.22000122,36.86999893,929.5999756,0.113840636,250.4979704,251,0,0,0,237.5,0.036277898,,0,-18.839149,0,7.589900664
290,1.70E+18,-0.0035,-0.0363,-0.032499999,-4.230000019,11.10000038,290.5,0.634268541,-0.038751978,-5.961877098,5.930236855,270.572471,3.117815775,-6.88901597,107.6063279,-1,0,0,0,20.54370117,2540,60.22999954,36.88000107,929.7999878,0.036468342,250.4979704,251,0,0,0,237.5,0.036277898,,0,-38.751978,0,5.930236855
291,1.70E+18,-0.0009,-0.022,-0.0429,-4.980000019,8.899999619,349.2000122,0.594379981,-0.051630579,-0.525481637,5.039520087,270.9777613,4.688175905,-6.889007524,107.6063322,-1,0,0,0,20.52412987,2760,60.22000122,36.86999893,929.5999756,0.022018401,250.4979704,251,0,0,0,250,0.036277898,,12.5,-51.630579,0,5.039520087
292,1.70E+18,0.087400004,-0.0252,-0.034900002,0.270000011,7.579999924,354.2000122,0.55449136,-0.043375473,1.01061717,5.507283672,270.258861,-0.778233549,-6.888998482,107.6063358,-1,0,0,0,20.51615143,2766,60.24000168,36.86000061,929.7999878,0.090960435,250.4979704,251,0,0,0,265,0.036277898,,15,-43.375473,0,5.507283672
