Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,be_rate,depth_rate,mm_rate,pitch
143,0.12910001,-0.022299999,-0.0438,4.849999905,11.38000011,359.7999878,0.558582504,-0.043653887,4.329175896,7.73421376,359.5293373,-0.062991217,-6.886629904,107.610726,-1,-2.703864,4.225895066,0.839166877,21.09683037,3314,61,35.20000076,-0.91796875,0.131011841,128.775468,129,0,0,0,102.5,0.015805639,2.5,-43.653887,-1,7.73421376
144,0.0517,0.071800001,-0.0469,4.820000172,11.18999958,357.8999939,0.511534472,-0.04563747,4.294598036,7.690476669,359.71483,0.016270602,-6.886636284,107.6107266,-1,-2.69847605,4.222376778,0.786984959,21.12450027,2974,61,35.20000076,-1.40625,0.088476721,126.451739,127,0,0,0,107.5,0.00876971,5,-45.63747,-2,7.690476669
145,0.039799999,0.0007,-0.039700001,4.690000057,11.02999973,357.2999878,0.46448638,-0.047043316,4.294944844,7.747945987,359.8935164,0.017704206,-6.886640946,107.610727,-1,-2.738402394,4.213768147,0.695895853,21.12864113,3094,61,35.20000076,-2.1875,0.039806155,123.5122338,124,0,0,0,112.5,9.90E-05,5,-47.043316,-3,7.747945987
146,0.049900003,0.0298,-0.040200002,4.75,11.30000019,357,0.411301513,-0.048041467,4.331741933,7.780486991,360.0668998,0.059101253,-6.886644551,107.6107274,-1,-2.736561619,4.215854833,0.631310689,21.12469101,3014,61,35.20000076,-2.578125,0.058120997,119.7243628,120,0,0,0,117.5,-0.011017818,5,-48.041467,-4,7.780486991
147,0.030299999,0.0152,-0.045599997,4.760000229,11.18999958,355.7000122,0.365276237,-0.048778452,4.31196235,7.786831184,0.060575547,-0.024992558,-6.886647247,107.6107277,-1,-2.727700076,4.283436078,0.640143673,21.10461044,3040,61,35.20000076,-2.08984375,0.033898819,115.600042,116,0,0,0,122.5,-0.01523398,5,-48.778452,-4,7.786831184
148,0.060900003,-0.0117,-0.032499999,4.679999828,11.28999996,10.89999962,0.325387616,-0.043950085,4.219585448,7.551328107,0.250998146,-0.087127254,-6.886649578,107.610728,-1,-2.743683166,4.304791723,0.580179066,21.22244072,1646,61,35.20000076,-2.08984375,0.062013711,114.5299499,115,0,0,0,130,-0.014284418,7.5,-43.950085,-1,7.551328107
149,0.0239,-0.0264,-0.0309,4.659999847,10.89999962,10.89999962,0.280385156,-0.045254603,4.161339229,7.130491221,0.538275731,-0.055972931,-6.886647793,107.6107278,-1,-2.716510991,4.402193341,0.521596601,21.10090065,3260,61,35.10000229,-2.7734375,0.035611375,114.6305586,114,0,0,0,142.5,-0.035710495,12.5,-45.254603,-1,7.130491221
150,0.030999999,0.036599997,-0.043499999,4.590000153,10.46000004,355.8999939,0.23947372,-0.04591943,4.205165158,6.518078837,0.774547754,0.022446653,-6.886646023,107.6107275,-1,-2.743776095,4.490668435,0.500656132,21.23441124,1634,61,35.10000229,-1.89453125,0.047964151,114.6305586,114,0,0,0,142.5,0,0,-45.91943,0,6.518078837
151,0.0003,0.0045,-0.032900002,4.710000038,9.779999733,355.8999939,0.199585099,-0.045874178,4.221613335,5.725037615,1.030747191,0.024870041,-6.886644258,107.6107273,-1,-2.781281885,4.501763383,0.436916237,21.2343998,1594,61,35.10000229,-2.3828125,0.004509989,114.6305586,114,0,0,0,142.5,0,0,-45.874178,0,5.725037615
152,0.021399999,-0.031100001,-0.0229,4.659999847,8.909999847,355.8999939,0.168901582,-0.04218334,4.279130488,4.928370712,1.32215564,-0.030167274,-6.886642218,107.610727,-1,-2.809178941,4.524659681,0.386987601,21.23442078,1600,61.10000229,35.20000076,-2.578125,0.037751424,114.6305586,114,0,0,0,142.5,0,0,-42.18334,0,4.928370712
153,0.021200001,-0.0295,-0.0307,4.78000021,8.180000305,355.8999939,0.134126921,-0.039679255,4.288379411,4.134773828,1.608114144,-0.042527635,-6.886640222,107.6107267,-1,-2.800922427,4.527316991,0.318270188,21.21447182,1660,61.10000229,35.20000076,-1.30859375,0.036327539,114.6305586,114,0,0,0,142.5,0,0,-39.679255,0,4.134773828
154,0.028000001,-0.225699991,0.016700001,4.849999905,7.460000038,356,0.096283932,-0.042315248,4.288789431,3.439625761,1.974077433,-0.12406135,-6.886638165,107.6107263,-1,-2.783363167,4.54706194,0.291660493,21.23441124,1606,61.10000229,35.20000076,-2.1875,0.227430178,114.6305586,114,0,0,0,142.5,0,0,-42.315248,0,3.439625761
155,0.056499999,0.0005,-0.0275,4.900000095,6.71999979,356,0.060486455,-0.042323552,4.282610099,2.86345694,2.318618499,-0.036021606,-6.886636181,107.6107259,-1,-2.752964137,4.536486117,0.259177987,21.23441124,1594,61.10000229,35.20000076,-2.578125,0.056502211,114.6305586,114,0,0,0,142.5,0,0,-42.323552,0,2.86345694
156,0.031500001,-0.0029,-0.0305,4.920000076,6.179999828,356.2000122,0.024688978,-0.039007325,4.342691154,2.641273935,2.732215556,0.115470366,-6.886634068,107.6107255,-1,-2.692082095,4.363134818,0.186655002,21.23046112,1626,61.10000229,35.20000076,-1.89453125,0.031633211,114.6305586,114,0,0,0,142.5,0,0,-39.007325,0,2.641273935
157,0.0153,-0.0056,-0.0363,4.949999809,5.889999866,356.3999939,-0.015199642,-0.039719924,4.366357378,2.492009644,3.130396745,0.046147796,-6.88663798,107.6107265,-1,-2.720552669,4.340947109,0.126974826,21.23442078,1600,61.10000229,35.20000076,-2.08984375,0.016292636,114.6305586,114,0,0,0,142.5,0,0,-39.719924,0,2.492009644
158,0.0272,-0.0186,-0.0383,4.929999828,5.78000021,356.6000061,-0.055088263,-0.038919538,4.453445886,2.585079734,3.559516446,0.100745584,-6.886636358,107.610726,-1,-2.698542067,4.346621644,0.081968169,21.22244072,1646,61.10000229,35.20000076,-2.1875,0.03295148,114.6305586,114,0,0,0,142.5,0,0,-38.919538,0,2.585079734
159,0.034599997,-0.0017,-0.039500002,5.079999924,5.900000095,356.8999939,-0.101113539,-0.039921157,4.492699246,2.967257788,3.960710849,-0.125472633,-6.886639169,107.610727,-1,-2.622666202,4.339173668,0.00623764,21.23042107,1626,61.10000229,35.20000076,-2.1875,0.034641735,114.6305586,114,0,0,0,142.5,0,0,-39.921157,0,2.967257788
160,0.0149,0.016700001,-0.0561,5.050000191,6.210000038,357.2000122,-0.132819872,-0.035629835,4.711658901,3.427808879,4.372007955,0.476539117,-6.886638008,107.6107265,-1,-2.619899296,4.337237171,-0.012787834,21.23042107,1626,61.10000229,35.20000076,-1.015625,0.022380796,114.6305586,114,0,0,0,142.5,0,0,-35.629835,0,3.427808879
161,0.0262,-0.021799998,-0.040200002,5.289999962,6.690000057,357.6000061,-0.139979343,-0.019540275,5.461513142,2.868667174,4.705305739,0.497868338,-6.886649553,107.6107315,0,-2.623103379,4.283560041,-0.047365449,21.23843002,1620,61.10000229,35.20000076,-2.1875,0.034083426,114.6305586,114,0,0,0,142.5,0,0,-19.540275,0,2.868667174
162,0.0083,-0.0526,0.037799999,6.019999981,5.880000114,358,-0.1256604,-0.003285739,5.407901849,2.29449079,5.080355438,-0.655768659,-6.886642797,107.6107259,0,-2.553047133,4.264374451,-0.082024265,21.23442078,1606,61.10000229,35.20000076,-2.28515625,0.053250822,114.6305586,114,0,0,0,142.5,0,0,-3.285739,0,2.29449079
163,-0.0007,-0.030200001,0.017899999,5.840000153,5.480000019,358.1000061,-0.122592072,0.009774258,4.785238558,3.269930554,5.406265189,-0.879573215,-6.886637565,107.6107184,0,-2.442913564,4.110303279,-0.07124518,21.21842194,1640,61.10000229,35.20000076,-1.796875,0.030208112,114.6305586,114,0,0,0,142.5,0,0,9.774258,0,3.269930554
164,0.008,-0.0087,-0.0019,5.239999771,6.550000191,358.1000061,-0.123614769,0.010660142,4.023121753,4.56856903,5.582275332,-0.516175749,-6.886634456,107.6107121,0,-2.370479707,3.978899831,-0.086922853,21.23442078,1626,61.20000076,35.20000076,-2.28515625,0.011819053,114.6305586,114,0,0,0,142.5,0,0,10.660142,0,4.56856903
